Name,Location,Description,record,expression,labels,alert,enabled,severity,for,actions,resolveConfiguration,annotations,translation
VpRuleGroup,eastus,Alerts on VVolume Placementp,,"(((sum by (region) (increase(vps_allocate_volume_failure{context=""algorithm-phase""}[5m])) > 0) or (max(vps_allocate_volume_failure{context=""algorithm-phase""} != 0 unless vps_allocate_volume_failure{context=""algorithm-phase""} offset 5m))) / (((sum by (region) (increase(vps_allocate_volume_failure{context=""algorithm-phase""}[5m])) > 0) or (max(vps_allocate_volume_failure{context=""algorithm-phase""} != 0 unless vps_allocate_volume_failure{context=""algorithm-phase""} offset 5m))) + ((sum by (region) (increase(vps_allocate_volume_success{context=""algorithm-phase""}[5m])) > 0) or (max(vps_allocate_volume_success{context=""algorithm-phase""} != 0 unless vps_allocate_volume_success{context=""algorithm-phase""} offset 5m)))) * 100 > 30)","{'metric': 'vps_allocate_volume_failure', 'service': 'vps', 'pod': 'vps'}",VpsAllocateVolumeFailureAlgorithmPhase,True,3.0,,"[{'actionGroupId': '/subscriptions/19998cf7-a1b7-4c69-8daf-1f026e397d66/resourcegroups/anf.automation-stage.rg/providers/microsoft.insights/actionGroups/Azure-Monitor-IcM-Stage', 'actionProperties': {'IcM.Title': 'Azure Monitor Alert VpsAllocateVolumeFailureAlgorithmPhase has fired on #$.labels.region#', 'IcM.Description': 'VPS allocate volume failure algorithm phase occurred #$.labels.value# times', 'IcM.TsgId': 'https://eng.ms/docs/cloud-ai-platform/azure-core/azure-storage/azure-storage-dev-mansah/azure-netapp-files/azure-netapp-files/runbooks/vps-alerts-tsg'}}]","{'autoResolved': True, 'timeToResolve': 'PT10M'}","{'description': 'VPS allocate volume failure algorithm phase occurred #$.labels.value# times', 'summary': 'VPS allocate volume failure algorithm phase occurred', 'dashboard': 'https://anftelemetry-asapfja3btgvhhff.scus.grafana.azure.com/d/c26ce363-a99f-4ece-96a6-440876b83d9f/volume-placement-service-vps'}","The percentage of failed volume allocations in the ""algorithm-phase"" context is higher than 30% over the last 5 minutes, where a failure is considered when there's at least one increase in allocation failures or if there are current failures and none were present 5 minutes ago, compared to the total number of both successful and failed allocations."
VpRuleGroup,eastus,Alerts on VVolume Placementp,,"((absent(vps_allocate_volume_success{context=""algorithm-phase""}) == 1) * ((sum by (region) (increase(vps_allocate_volume_failure{context=""algorithm-phase""}[5m])) > 0) or (max(vps_allocate_volume_failure{context=""algorithm-phase""} != 0 unless vps_allocate_volume_failure{context=""algorithm-phase""} offset 5m))) / ((sum by (region) (increase(vps_allocate_volume_failure{context=""algorithm-phase""}[5m])) > 0) or (max(vps_allocate_volume_failure{context=""algorithm-phase""} != 0 unless vps_allocate_volume_failure{context=""algorithm-phase""} offset 5m))) * 100)","{'metric': 'vps_allocate_volume_failure', 'service': 'vps', 'pod': 'vps'}",VpsAllocateVolumeFailureAlgorithmPhase2,True,3.0,,"[{'actionGroupId': '/subscriptions/19998cf7-a1b7-4c69-8daf-1f026e397d66/resourcegroups/anf.automation-stage.rg/providers/microsoft.insights/actionGroups/Azure-Monitor-IcM-Stage', 'actionProperties': {'IcM.Title': 'Azure Monitor Alert VpsAllocateVolumeFailureAlgorithmPhase2 has fired on prometheusmdmeastus-stage', 'IcM.Description': 'VPS allocate volume failure algorithm phase occurred #$.labels.value# times', 'IcM.TsgId': 'https://eng.ms/docs/cloud-ai-platform/azure-core/azure-storage/azure-storage-dev-mansah/azure-netapp-files/azure-netapp-files/runbooks/vps-alerts-tsg'}}]","{'autoResolved': True, 'timeToResolve': 'PT10M'}","{'description': 'VPS allocate volume failure algorithm phase occurred #$.labels.value# times', 'summary': 'VPS allocate volume failure algorithm phase occurred', 'dashboard': 'https://anftelemetry-asapfja3btgvhhff.scus.grafana.azure.com/d/c26ce363-a99f-4ece-96a6-440876b83d9f/volume-placement-service-vps'}","""When there are no successful volume allocations in the 'algorithm-phase' context, and either there has been at least one failed allocation in each region within the last 5 minutes or there is currently a failure that wasn't present 5 minutes ago, then calculate the percentage of regions with failures, otherwise return NaN."""
VpRuleGroup,eastus,Alerts on VVolume Placementp,,"((sum by (region) (increase(vps_allocate_volume_success{context=""algorithm-phase""}[5m])) == 0) + ((sum by (region) (increase(vps_allocate_volume_failure{context=""algorithm-phase""}[5m])) > 0) or (max(vps_allocate_volume_failure{context=""algorithm-phase""} != 0 unless vps_allocate_volume_failure{context=""algorithm-phase""} offset 5m))) / ((sum by (region) (increase(vps_allocate_volume_failure{context=""algorithm-phase""}[5m])) > 0) or (max(vps_allocate_volume_failure{context=""algorithm-phase""} != 0 unless vps_allocate_volume_failure{context=""algorithm-phase""} offset 5m))) * 100)","{'metric': 'vps_allocate_volume_success', 'service': 'vps', 'pod': 'vps'}",VpsAllocateVolumeFailureAlgorithmPhase3,True,3.0,,"[{'actionGroupId': '/subscriptions/19998cf7-a1b7-4c69-8daf-1f026e397d66/resourcegroups/anf.automation-stage.rg/providers/microsoft.insights/actionGroups/Azure-Monitor-IcM-Stage', 'actionProperties': {'IcM.Title': 'Azure Monitor Alert VpsAllocateVolumeFailureAlgorithmPhase3 has fired on #$.labels.region#', 'IcM.Description': 'VPS allocate volume failure algorithm phase occurred #$.labels.value# times', 'IcM.TsgId': 'https://eng.ms/docs/cloud-ai-platform/azure-core/azure-storage/azure-storage-dev-mansah/azure-netapp-files/azure-netapp-files/runbooks/vps-alerts-tsg'}}]","{'autoResolved': True, 'timeToResolve': 'PT10M'}","{'description': 'VPS allocate volume failure algorithm phase occurred #$.labels.value# times', 'summary': 'VPS allocate volume failure algorithm phase occurred', 'dashboard': 'https://anftelemetry-asapfja3btgvhhff.scus.grafana.azure.com/d/c26ce363-a99f-4ece-96a6-440876b83d9f/volume-placement-service-vps'}","""The percentage of regions where no successful volume allocations occurred in the last 5 minutes, and either a failure occurred in the last 5 minutes or there was a previous failure that hasn't been resolved yet, compared to all regions with failures in the last 5 minutes or unresolved previous failures."""
VpRuleGroup,eastus,Alerts on VVolume Placementp,,sum by (region) (increase(vps_reallocate_volume_failure[5m])) > 0 or max(vps_reallocate_volume_failure != 0 unless vps_reallocate_volume_failure offset 5m),"{'metric': 'vps_reallocate_volume_failure', 'service': 'vps', 'pod': 'vps'}",VpsReallocateVolumeFailure,True,2.0,,"[{'actionGroupId': '/subscriptions/19998cf7-a1b7-4c69-8daf-1f026e397d66/resourcegroups/anf.automation-stage.rg/providers/microsoft.insights/actionGroups/Azure-Monitor-IcM-Stage', 'actionProperties': {'IcM.Title': 'Azure Monitor Alert VpsReallocateVolumeFailure has fired on #$.labels.region#', 'IcM.Description': 'VPS reallocate volume failure occurred #$.labels.value# times', 'IcM.TsgId': 'https://eng.ms/docs/cloud-ai-platform/azure-core/azure-storage/azure-storage-dev-mansah/azure-netapp-files/azure-netapp-files/runbooks/vps-alerts-tsg'}}]","{'autoResolved': True, 'timeToResolve': 'PT10M'}","{'description': 'VPS reallocate volume failure occurred #$.labels.value# times', 'summary': 'VPS reallocate volume failure occurred', 'dashboard': 'https://anftelemetry-asapfja3btgvhhff.scus.grafana.azure.com/d/c26ce363-a99f-4ece-96a6-440876b83d9f/volume-placement-service-vps'}","""Trigger an alert if, in any region, there has been at least one failure to reallocate a volume for a virtual private server within the last 5 minutes, or if there is currently a failure to reallocate a volume that wasn't present 5 minutes ago."""
VpRuleGroup,eastus,Alerts on VVolume Placementp,,avg_over_time(mq_depth[10m]) > 6,"{'metric': 'mq_depth', 'service': 'vps', 'pod': 'vps'}",VpsMQDepth,True,4.0,,"[{'actionGroupId': '/subscriptions/2f495c46-73b1-463c-ae90-dae28e3880ef/resourcegroups/anf.automation.rg/providers/microsoft.insights/actionGroups/Azure-Monitor-IcM-Atlas', 'actionProperties': {'IcM.Title': 'Azure Monitor Alert VpsMQDepth has fired on #$.labels.region#', 'IcM.Description': 'The VPS rt-worker message queue has a high average depth #$.labels.value#', 'IcM.TsgId': 'https://eng.ms/docs/cloud-ai-platform/azure-core/azure-storage/azure-storage-dev-mansah/azure-netapp-files/azure-netapp-files/runbooks/vps-alerts-tsg'}}]","{'autoResolved': True, 'timeToResolve': 'PT10M'}","{'description': 'The VPS rt-worker message queue has a high average depth #$.labels.value#', 'summary': 'VPS rt-worker message queue has a high average depth', 'dashboard': 'https://anftelemetry-asapfja3btgvhhff.scus.grafana.azure.com/d/c26ce363-a99f-4ece-96a6-440876b83d9f/volume-placement-service-vps'}",The average message queue depth over the last 10 minutes is greater than 6.
VpRuleGroup,eastus,Alerts on VVolume Placementp,,ontap_cluster_stale_document > 0,"{'metric': 'ontap_cluster_stale_document', 'service': 'vps', 'pod': 'vps'}",VpsStaleOntapDocuments,True,2.0,,"[{'actionGroupId': '/subscriptions/19998cf7-a1b7-4c69-8daf-1f026e397d66/resourcegroups/anf.automation-stage.rg/providers/microsoft.insights/actionGroups/Azure-Monitor-IcM-Stage', 'actionProperties': {'IcM.Title': 'Azure Monitor Alert VpsStaleOntapDocuments has fired on #$.labels.region#', 'IcM.Description': 'The VPS service has stale ONTAP resource usage information', 'IcM.TsgId': 'https://eng.ms/docs/cloud-ai-platform/azure-core/azure-storage/azure-storage-dev-mansah/azure-netapp-files/azure-netapp-files/runbooks/vps-alerts-tsg'}}]","{'autoResolved': True, 'timeToResolve': 'PT10M'}","{'description': 'The VPS service has stale ONTAP resource usage information', 'summary': 'VPS ONTAP resource usage information is stale', 'dashboard': 'https://anftelemetry-asapfja3btgvhhff.scus.grafana.azure.com/d/c26ce363-a99f-4ece-96a6-440876b83d9f/volume-placement-service-vps'}",There is at least one stale document in an ONTAP cluster.
PgbouncerRuleGroup,eastus,Alerts on Pgbouncer,,sum by (region) (pgbouncer_up) == 0,"{'metric': 'pgbouncer_up', 'service': 'pgbouncer', 'pod': 'pgbouncer'}",PgbouncerDown,False,2.0,,"[{'actionGroupId': '/subscriptions/19998cf7-a1b7-4c69-8daf-1f026e397d66/resourcegroups/anf.automation-stage.rg/providers/microsoft.insights/actionGroups/Azure-Monitor-IcM-Stage', 'actionProperties': {'IcM.Title': 'Azure Monitor Alert PgbouncerDown has fired on #$.labels.region#', 'IcM.Description': 'Pgbouncer is not responding. Investigate and resolve the issue', 'IcM.TsgId': 'coming-soon'}}]","{'autoResolved': True, 'timeToResolve': 'PT5M'}","{'title': 'PgbouncerDown', 'description': 'Pgbouncer is not responding. Investigate and resolve the issue', 'summary': 'Pgbouncer service is down', 'dashboard': 'https://anftelemetry-asapfja3btgvhhff.scus.grafana.azure.com/d/b65a429f-88e5-4da8-8f8a-98783f24c436/pgbouncer'}",There are no PGBouncer instances running in any region.
PgbouncerRuleGroup,eastus,Alerts on Pgbouncer,,sum by (region) (pgbouncer_pools_client_waiting_connections) > 10,"{'metric': 'pgbouncer_pools_client_waiting_connections', 'service': 'pgbouncer', 'pod': 'pgbouncer'}",PgbouncerClientWaitingConnections,True,2.0,,"[{'actionGroupId': '/subscriptions/19998cf7-a1b7-4c69-8daf-1f026e397d66/resourcegroups/anf.automation-stage.rg/providers/microsoft.insights/actionGroups/Azure-Monitor-IcM-Stage', 'actionProperties': {'IcM.Title': 'Azure Monitor Alert PgbouncerClientWaitingConnections has fired on #$.labels.region#', 'IcM.Description': 'The number of client waiting connections in pgbouncer has exceeded 10. Investigate and take action', 'IcM.TsgId': 'coming-soon'}}]","{'autoResolved': True, 'timeToResolve': 'PT10M'}","{'title': 'PgbouncerClientWaitingConnections', 'description': 'The number of client waiting connections in pgbouncer has exceeded 10. Investigate and take action', 'summary': 'High client waiting connections in Pgbouncer', 'dashboard': 'https://anftelemetry-asapfja3btgvhhff.scus.grafana.azure.com/d/b65a429f-88e5-4da8-8f8a-98783f24c436/pgbouncer'}",The total number of client connections waiting in PGBouncer pools is greater than 10 in at least one region.
PgbouncerRuleGroup,eastus,Alerts on Pgbouncer,,sum by (region) (pgbouncer_pools_server_login_connections) > 500,"{'metric': 'pgbouncer_pools_server_login_connections', 'service': 'pgbouncer', 'pod': 'pgbouncer'}",PgbouncerPoolsServerLoginConnections,True,2.0,,"[{'actionGroupId': '/subscriptions/19998cf7-a1b7-4c69-8daf-1f026e397d66/resourcegroups/anf.automation-stage.rg/providers/microsoft.insights/actionGroups/Azure-Monitor-IcM-Stage', 'actionProperties': {'IcM.Title': 'Azure Monitor Alert PgbouncerPoolsServerLoginConnections has fired on #$.labels.region#', 'IcM.Description': 'The number of server connections currently in the process of logging in is more than 500. Investigate and take action', 'IcM.TsgId': 'coming-soon'}}]","{'autoResolved': True, 'timeToResolve': 'PT10M'}","{'title': 'PgbouncerPoolsServerLoginConnections', 'description': 'The number of server connections currently in the process of logging in is more than 500. Investigate and take action', 'summary': 'High number of server connections are currently in the Process of logging in', 'dashboard': 'https://anftelemetry-asapfja3btgvhhff.scus.grafana.azure.com/d/b65a429f-88e5-4da8-8f8a-98783f24c436/pgbouncer'}",The total number of server login connections for PGBouncer pools is higher than 500 in at least one region.
CviRuleGroup,eastus,Cloud Volumes Infrastructure Alerts,,increase(qstack_storage_http_requests_total_user_errors[1m]) >= 1,"{'severity': 'critical', 'metric': 'qstack_storage_http_requests_total_user_errors', 'service': 'cloud_volumes_infrastructure', 'pod': 'cvi'}",StorageHttpRequestError,True,4.0,,"[{'actionGroupId': '/subscriptions/2f495c46-73b1-463c-ae90-dae28e3880ef/resourcegroups/anf.automation.rg/providers/microsoft.insights/actionGroups/Azure-Monitor-IcM-Atlas', 'actionProperties': {'IcM.Title': 'Azure Monitor Alert StorageHttpRequestError has fired on #$.labels.region# | #$.labels.pod# ', 'IcM.Description': 'There was an increase of HTTP errors for #$.labels.pod#, The UI is incorrectly interfacing with the admin objects or someone is attempting to configure SDE-Admin objects without the use of the UI'}}]","{'autoResolved': True, 'timeToResolve': 'PT10M'}","{'title': 'StorageHttpRequestError', 'description': 'There was an increase of HTTP errors for #$.labels.pod#, The UI is incorrectly interfacing with the admin objects or someone is attempting to configure SDE-Admin objects without the use of the UI', 'summary': 'The UI is incorrectly interfacing with the admin objects or someone is attempting to configure SDE-Admin objects without the use of the UI', 'dashboard': 'to-be-added'}",There has been at least one increase in the total number of HTTP request errors from users within the last minute.
CviRuleGroup,eastus,Cloud Volumes Infrastructure Alerts,,"sum by (region) (rate(http_requests_total{job='cloud-volumes-infrastructure',code!~'2..|4..'}[10m])) > 0.1","{'severity': 'critical', 'metric': 'http_requests_total', 'service': 'cloud_volumes_infrastructure', 'pod': 'cvi'}",CVIHttp5XXErrorCritical,True,2.0,,"[{'actionGroupId': '/subscriptions/19998cf7-a1b7-4c69-8daf-1f026e397d66/resourcegroups/anf.automation-stage.rg/providers/microsoft.insights/actionGroups/Azure-Monitor-IcM-Stage', 'actionProperties': {'IcM.Title': 'Azure Monitor Alert CVIHttp5XXErrorCritical has fired on #$.labels.region# | #$.labels.pod# ', 'IcM.Description': 'There were #$.labels.value# HTTP 5XX errors for in CVI in the last 10 minutes, please investigate', 'IcM.TsgId': 'NA'}}]","{'autoResolved': True, 'timeToResolve': 'PT10M'}","{'title': 'CVIHttp5XXErrorCritical', 'description': 'There were #$.labels.value# HTTP 5XX errors for in CVI in the last 10 minutes, please investigate', 'summary': 'High amount of CVI HTTP 5XX Failures', 'dashboard': 'to-be-added'}","Trigger an alert when the average rate of non-200 and non-400 HTTP requests per minute from the cloud-volumes-infrastructure job exceeds 0.1 requests per second over a 10-minute period, grouped by region."
CvetRuleGroup,eastus,CVEL Alerts,,increase(database_conflict[1h]) > 5,"{'severity': 'critical', 'metric': 'cvel_database_conflict', 'service': 'cvel', 'pod': 'cvel'}",CvelDatabaseConflict,True,1.0,PT15M,"[{'actionGroupId': '/subscriptions/2f495c46-73b1-463c-ae90-dae28e3880ef/resourcegroups/anf.automation.rg/providers/microsoft.insights/actionGroups/Azure-Monitor-IcM-Atlas', 'actionProperties': {'IcM.Title': 'CvelDatabaseConflict - {{ $labels.service }} - {{ $labels.pod }}', 'IcM.Description': 'CVEL Database conflict detected'}}]","{'autoResolved': True, 'timeToResolve': 'PT10M'}","{'title': 'CvelDatabaseConflict', 'description': 'CVEL Database conflict detected', 'summary': 'The cvel_database_conflict metric has been greater than 5 for more than 1 hour.', 'dashboard': 'to-be-added'}",There has been an increase of more than 5 database conflicts within the last hour.
SdsSloRuleGroup,eastus,SLO Alerts on SDS,,"(sum(rate(SDS_http_requests_total{job=""cloud-volumes-sds"", code=~""5.."", url=""/v1/hosts/<uuid>"", method=""get""}[1h])) by (region) / sum(rate(SDS_http_requests_total{job=""cloud-volumes-sds"", url=""/v1/hosts/<uuid>"", method=""get""}[1h])) by (region)) > (14.4 * 0.0001) and (sum(rate(SDS_http_requests_total{job=""cloud-volumes-sds"", code=~""5..""}[5m])) by (region) / sum(rate(SDS_http_requests_total{job=""cloud-volumes-sds"", url=""/v1/hosts/<uuid>"", method=""get""}[5m])) by (region)) > (14.4 * 0.0001)","{'metric': 'SDS_http_requests_total', 'service': 'SDS'}",SDSServerErrorRateOnGetHost,True,4.0,PT10M,"[{'actionGroupId': '/subscriptions/2f495c46-73b1-463c-ae90-dae28e3880ef/resourcegroups/anf.automation.rg/providers/microsoft.insights/actionGroups/Azure-Monitor-IcM-Atlas', 'actionProperties': {'IcM.Title': 'Azure Monitor Alert SDSServerErrorRateOnGetHost has fired on #$.labels.region#', 'IcM.Description': 'SDS is experiencing high server error rate while getting Host, please investigate', 'IcM.Tags': 'anf-atom-blocking-icm'}}]","{'autoResolved': False, 'timeToResolve': 'PT10M'}","{'description': 'SDS is experiencing high server error rate while getting Host, please investigate'}","""Trigger an alert when, for each region, the proportion of HTTP GET requests to '/v1/hosts/<uuid>' that return a 5xx error code is more than 0.00144 (or 0.144%) over the last hour, and also when the proportion of all 5xx errors across all endpoints is more than 0.00144 over the last 5 minutes."""
SdsSloRuleGroup,eastus,SLO Alerts on SDS,,"(sum(rate(SDS_http_requests_total{job=""cloud-volumes-sds"", code=~""5.."", url=""/v1/hosts/<uuid>"", method=""put""}[1h])) by (region) / sum(rate(SDS_http_requests_total{job=""cloud-volumes-sds"", url=""/v1/hosts/<uuid>"", method=""put""}[1h])) by (region)) > (14.4 * 0.0001) and (sum(rate(SDS_http_requests_total{job=""cloud-volumes-sds"", code=~""5..""}[5m])) by (region) / sum(rate(SDS_http_requests_total{job=""cloud-volumes-sds"", url=""/v1/hosts/<uuid>"", method=""put""}[5m])) by (region)) > (14.4 * 0.0001)","{'metric': 'SDS_http_requests_total', 'service': 'SDS'}",SDSServerErrorRateOnCreateHost,True,4.0,PT10M,"[{'actionGroupId': '/subscriptions/2f495c46-73b1-463c-ae90-dae28e3880ef/resourcegroups/anf.automation.rg/providers/microsoft.insights/actionGroups/Azure-Monitor-IcM-Atlas', 'actionProperties': {'IcM.Title': 'Azure Monitor Alert SDSServerErrorRateOnCreateHost has fired on #$.labels.region#', 'IcM.Description': 'SDS is experiencing high server error rate while creating Host, please investigate', 'IcM.Tags': 'anf-atom-blocking-icm'}}]","{'autoResolved': False, 'timeToResolve': 'PT10M'}","{'description': 'SDS is experiencing high server error rate while creating Host, please investigate'}","""Trigger an alert when, for each region, the proportion of HTTP requests to '/v1/hosts/<uuid>' with a 'PUT' method and a 5xx status code over the last hour exceeds 0.144% of all 'PUT' requests to '/v1/hosts/<uuid>', AND the proportion of all 5xx status code requests over the last 5 minutes exceeds 0.144% of all 'PUT' requests to '/v1/hosts/<uuid>'""."
SdsSloRuleGroup,eastus,SLO Alerts on SDS,,"(sum(rate(SDS_http_requests_total{job=""cloud-volumes-sds"", code=~""5.."", url=""/v1/hosts/<uuid>"", method=""delete""}[1h])) by (region) / sum(rate(SDS_http_requests_total{job=""cloud-volumes-sds"", url=""/v1/hosts/<uuid>"", method=""delete""}[1h])) by (region)) > (14.4 * 0.0001) and (sum(rate(SDS_http_requests_total{job=""cloud-volumes-sds"", code=~""5..""}[5m])) by (region) / sum(rate(SDS_http_requests_total{job=""cloud-volumes-sds"", url=""/v1/hosts/<uuid>"", method=""delete""}[5m])) by (region)) > (14.4 * 0.0001)","{'metric': 'SDS_http_requests_total', 'service': 'SDS'}",SDSServerErrorRateOnDeleteHost,True,4.0,PT10M,"[{'actionGroupId': '/subscriptions/2f495c46-73b1-463c-ae90-dae28e3880ef/resourcegroups/anf.automation.rg/providers/microsoft.insights/actionGroups/Azure-Monitor-IcM-Atlas', 'actionProperties': {'IcM.Title': 'Azure Monitor Alert SDSServerErrorRateOnDeleteHost has fired on #$.labels.region#', 'IcM.Description': 'SDS is experiencing high server error rate while deleting Host, please investigate', 'IcM.Tags': 'anf-atom-blocking-icm'}}]","{'autoResolved': False, 'timeToResolve': 'PT10M'}","{'description': 'SDS is experiencing high server error rate while creating Host, please investigate'}","""Trigger an alert when, for each region, the ratio of HTTP delete requests to a specific URL that return 5xx status codes to all HTTP delete requests to that URL exceeds 0.00144 over the last hour, and also when the ratio of all 5xx status code requests to all HTTP delete requests to that URL exceeds 0.00144 over the last 5 minutes."""
SdsSloRuleGroup,eastus,SLO Alerts on SDS,,"(sum(rate(SDS_http_requests_total{job=""cloud-volumes-sds"", code=~""5.."", url=""/v1/hosts/<uuid>"", method=""post""}[1h])) by (region) / sum(rate(SDS_http_requests_total{job=""cloud-volumes-sds"", url=""/v1/hosts/<uuid>"", method=""post""}[1h])) by (region)) > (14.4 * 0.0001) and (sum(rate(SDS_http_requests_total{job=""cloud-volumes-sds"", code=~""5..""}[5m])) by (region) / sum(rate(SDS_http_requests_total{job=""cloud-volumes-sds"", url=""/v1/hosts/<uuid>"", method=""post""}[5m])) by (region)) > (14.4 * 0.0001)","{'metric': 'SDS_http_requests_total', 'service': 'SDS'}",SDSServerErrorRateOnUpdateHost,True,4.0,PT10M,"[{'actionGroupId': '/subscriptions/2f495c46-73b1-463c-ae90-dae28e3880ef/resourcegroups/anf.automation.rg/providers/microsoft.insights/actionGroups/Azure-Monitor-IcM-Atlas', 'actionProperties': {'IcM.Title': 'Azure Monitor Alert SDSServerErrorRateOnUpdateHost has fired on #$.labels.region#', 'IcM.Description': 'SDS is experiencing high server error rate while updating Host, please investigate', 'IcM.Tags': 'anf-atom-blocking-icm'}}]","{'autoResolved': False, 'timeToResolve': 'PT10M'}","{'description': 'SDS is experiencing high server error rate while updating Host, please investigate'}","""Trigger an alert when, for each region, the proportion of HTTP POST requests to '/v1/hosts/<uuid>' that return a 5xx error code is more than 0.00144 (or 0.144%) over the last hour, and also when the proportion of all 5xx errors across all endpoints is more than 0.00144 over the last 5 minutes."""
SdsSloRuleGroup,eastus,SLO Alerts on SDS,,"histogram_quantile(0.90, rate(SDS_http_request_duration_seconds_bucket{job=""cloud-volumes-sds"",method=""get"",url=""/v1/hosts/<uuid>""}[5m])) > 60","{'metric': 'SDS_http_request_duration_seconds_bucket', 'service': 'SDS'}",HighP90LatenyOnGetHost,True,4.0,PT10M,"[{'actionGroupId': '/subscriptions/2f495c46-73b1-463c-ae90-dae28e3880ef/resourcegroups/anf.automation.rg/providers/microsoft.insights/actionGroups/Azure-Monitor-IcM-Atlas', 'actionProperties': {'IcM.Title': 'Azure Monitor Alert HighP90LatenyOnGetHost has fired on #$.labels.region#', 'IcM.Description': 'P90 latency on Get Host operation is above 1 minute, please investigate', 'IcM.Tags': 'anf-atom-blocking-icm'}}]","{'autoResolved': False, 'timeToResolve': 'PT10M'}","{'description': 'P90 latency on Get Host operation is above 1 minute, please investigate'}","""Trigger an alert when the 90th percentile of the time it takes to handle GET requests to /v1/hosts/<uuid> on cloud-volumes-sds is greater than 60 seconds over a 5-minute period."""
SdsSloRuleGroup,eastus,SLO Alerts on SDS,,"histogram_quantile(0.90, rate(SDS_http_request_duration_seconds_bucket{job=""cloud-volumes-sds"",method=""put"",url=""/v1/hosts/<uuid>""}[5m])) > 60","{'metric': 'SDS_http_request_duration_seconds_bucket', 'service': 'SDS'}",HighP90LatenyOnCreateHost,True,4.0,PT10M,"[{'actionGroupId': '/subscriptions/2f495c46-73b1-463c-ae90-dae28e3880ef/resourcegroups/anf.automation.rg/providers/microsoft.insights/actionGroups/Azure-Monitor-IcM-Atlas', 'actionProperties': {'IcM.Title': 'Azure Monitor Alert HighP90LatenyOnCreateHost has fired on #$.labels.region#', 'IcM.Description': 'P90 latency on Create Host operation is above 1 minute, please investigate', 'IcM.Tags': 'anf-atom-blocking-icm'}}]","{'autoResolved': False, 'timeToResolve': 'PT10M'}","{'description': 'P90 latency on Create Host operation is above 1 minute, please investigate'}",The 90th percentile of the average time it takes to process 'PUT' requests to '/v1/hosts/<uuid>' on the cloud-volumes-sds job is greater than 60 seconds over a 5-minute period.
SdsSloRuleGroup,eastus,SLO Alerts on SDS,,"histogram_quantile(0.90, rate(SDS_http_request_duration_seconds_bucket{job=""cloud-volumes-sds"",method=""delete"",url=""/v1/hosts/<uuid>""}[5m])) > 60","{'metric': 'SDS_http_request_duration_seconds_bucket', 'service': 'SDS'}",HighP90LatenyOnDeleteHost,True,4.0,PT10M,"[{'actionGroupId': '/subscriptions/2f495c46-73b1-463c-ae90-dae28e3880ef/resourcegroups/anf.automation.rg/providers/microsoft.insights/actionGroups/Azure-Monitor-IcM-Atlas', 'actionProperties': {'IcM.Title': 'Azure Monitor Alert HighP90LatenyOnDeleteHost has fired on #$.labels.region#', 'IcM.Description': 'P90 latency on Delete Host operation is above 1 minute, please investigate', 'IcM.Tags': 'anf-atom-blocking-icm'}}]","{'autoResolved': False, 'timeToResolve': 'PT10M'}","{'description': 'P90 latency on Delete Host operation is above 1 minute, please investigate'}",The 90th percentile of the average time it takes to delete a host on the cloud volumes SDS service over the last 5 minutes is greater than 60 seconds.
SdsSloRuleGroup,eastus,SLO Alerts on SDS,,"histogram_quantile(0.90, rate(SDS_http_request_duration_seconds_bucket{job=""cloud-volumes-sds"",method=""post"",url=""/v1/hosts/<uuid>""}[5m])) > 60","{'metric': 'SDS_http_request_duration_seconds_bucket', 'service': 'SDS'}",HighP90LatenyOnUpdateHost,True,4.0,PT10M,"[{'actionGroupId': '/subscriptions/2f495c46-73b1-463c-ae90-dae28e3880ef/resourcegroups/anf.automation.rg/providers/microsoft.insights/actionGroups/Azure-Monitor-IcM-Atlas', 'actionProperties': {'IcM.Title': 'Azure Monitor Alert HighP90LatenyOnUpdateHost has fired on #$.labels.region#', 'IcM.Description': 'P90 latency on Update Host operation is above 1 minute, please investigate', 'IcM.Tags': 'anf-atom-blocking-icm'}}]","{'autoResolved': False, 'timeToResolve': 'PT10M'}","{'description': 'P90 latency on Update Host operation is above 1 minute, please investigate'}","""Trigger an alert when the 90th percentile of the time it takes to handle POST requests to /v1/hosts/<uuid> on cloud-volumes-sds is greater than 60 seconds over a 5-minute period."""
CvelRuleGroup,eastus,CVEL Alerts,,sum by (region) (increase(cvel_database_conflict[1h])) > 5,"{'severity': '2', 'metric': 'cvel_database_conflict', 'service': 'cvel', 'pod': 'cvel'}",CvelDatabaseConflict,True,2.0,,"[{'actionGroupId': '/subscriptions/19998cf7-a1b7-4c69-8daf-1f026e397d66/resourcegroups/anf.automation-stage.rg/providers/microsoft.insights/actionGroups/Azure-Monitor-IcM-Stage', 'actionProperties': {'IcM.Title': 'Azure Monitor Alert CvelDatabaseConflict has fired on #$.labels.region# | #$.labels.pod#', 'IcM.Description': 'CVEL Database conflict detected', 'IcM.TsgId': 'https://eng.ms/docs/cloud-ai-platform/azure-core/azure-storage/azure-storage-dev-mansah/azure-netapp-files/azure-netapp-files/runbooks/cvel-prometheus-alerts-tsg'}}]","{'autoResolved': True, 'timeToResolve': 'PT10M'}","{'title': 'CvelDatabaseConflict', 'description': 'CVEL Database conflict detected', 'summary': 'The cvel_database_conflict metric has been greater than 5 for more than 1 hour.', 'dashboard': 'NA'}",The total number of times a database conflict occurred in each region over the last hour is greater than 5.
